"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"C1,C2";"MKP1848S61010JY5B";2;"MKP1848S61010JY5B";;;
2;"C5,C7,C11,C10,C9,C6,C8";"VY1222M47Y5UQ6TV0";7;"VY1222M47Y5UQ6TV0";;;
3;"J1";"SHDR4W100P0X508_1X4_2192X850X1200P";1;"TBP01R2-508-04BE";;;
