"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"C4,C6,C11,C8,C7,C1,C3,C10,C9,C5,C2,C12";"CAPPRD750W80D1825H3200";12;"UCS2C331MHD";;;
